,brand,rating,review
75,Green Cup Coffee,1,"…denn auf der Website wird ausführlich erläutert, woher der Kaffee stammt, meist sogar wer ihn anbaut. Die Familien die, die sogenannten Fincas betreiben, werden dort ebenfalls kurz vorgestellt. Geschmacklich ist für jeden etwas dabei, außerdem gibt es regelmäßig „Special Editions“ die sich optisch (Kaffee-Box) und geschmacklich vom „Standardsortiement“ abheben. Mein Liebster ist der „Kaffee Hidden Valley“ da dieser, trotz vollmundigem Geschmack, recht säurearm ist. Für mich defenitiv 5Sterne-würdig, da bei GCC in meinen Augen alles stimmt. Von der Rückverfolgbarkeit des einzelnen Produktes über Zubereitungstipps, bis hin zur persönlichen Auskunft bei Fragen ist alles dabei. Da zahl ich ab und an auch gerne mal mehr."
76,Green Cup Coffee,1,"Ich habe meine Bestellung leider nicht erhalten. Schuld war ein Fehler im Shop-System, der Rechnungsadresse und Lieferadresse falsch übermittelt. Green Cup Coffee hat daraufhin zwar zugegeben, vom Fehler in ihrem Shop-System zu wissen, hat sich jedoch geweigert, mir mein Geld zu erstatten. Ich hatte zum Glück mit Paypal bezahlt und habe dort einen Antrag auf Käuferschutz gestellt. Daraufhin ist das Unglaubliche passiert, dass Green Cup Coffee mehrmals bewusst falsche Aussagen gegenüber Paypal gemacht hat! Zum Glück hat sich der Händler irgendwann selber widersprochen, Paypal hat meinem Antrag statt gegeben. Das mag ein Einzelfall gewesen sein, ich muss jedoch aus eigener Erfahrung dringend vor diesem Händler und einer Bestellung abraten. Vor allem sollte nicht per Vorkasse bezahlt werden. Gruß Nico"
77,Green Cup Coffee,1,"Ich hatte ähnliche Erfahrungen wie NicoH. Immer noch keine Lieferung, kein Geld zurück und keine Rückantwort vom Kundenservice. Würde hier nie wieder bestellen! Insbesondere da der Kundenservice es noch nicht einmal für nötif hält zu antworten. Bin sehr enttäuscht von dieser Behandlung und kann nur davon abraten hier zu bestellen."
78,Tchibo Privat Kaffee Latin Bio,1,"Der Tchibo Bio Kaffee schmeckt aromatisch gut und ist das Highlight am Morgen. Der Kaffee ist magenfreundlich und der Kaffeeduft füllt den ganzen Raum. Mich überzeugt auch, dass der Kaffee 100 % ökologisch und ohne Düngemittel ist."
79,Fairglobe Bio Café del Mundo,4,"Wir trinken den Kaffee bei uns auf Arbeit und er kommt recht gut an. Die Arabicabohne kann man gut rausshmecken, einige finden ihn ein bißchen stark, aber ich glaub das ist Geschmackssache. Die Verpackung ist ansprechend mit allen nötigen Informatioen."
80,GEPA Kaffee,5,"Der Kaffe von GEPA richt und schmeckt einfach sehr gut. Biologisch und fair produziert ist bei allem Lebensmitteln wichtig, aber seit ich selber einkaufe achte ich vor allem bei Kaffe darauf fair zu kaufen! Und das kann man sich auch als Studentin leisten, finde ich."
81,GEPA Kaffee,5,"Der Klassiker. Damit hat´s doch angefangen… Mittlerweile schmecke ich auch unter den fairen Kaffees den GEPA heraus, ob ihr´s glaubt oder nict. Über Geschmack lässt sich bekanntlich trefflich streiten, mir schmeckt er jedenfalls ausgezeichnet, anderen vielleicht nicht, so ist´s eben. Was dem einen hervorragend mundet, widerstrebt dem anderen. Unbestritten ist aber der faire Aspekt des Produkts, der ist nicht diskutierbar."
82,GEPA Kaffee,5,"Bei Gepa bin ich schon seit vielen Jahren Kunde , Gepa handelt fair, transparent und langfristig sozial und ökologisch. Die Produkte sind erstklassig, der Kaffee hat ein tolles Aroma ..schmeckt würzig und edel. Für die Verpackung wird ein recyclebare Folie anstelle von Aluminium genutzt."
83,Sonnentor Wiener Verführung,4,"Ein wirklich zu empfehlender Kaffee. Volles Aroma, schmeckt abgerundet, die Röstung scheint optimal abgestimmt.Voller Geschmack! Toller Geschmack!"
84,Fairglobe Bio Café del Mundo,4,"Der Kaffee ist fein gemahlen (für unsere FrenchPress deshalb nur bedingt geeignet) und jede Packung riecht beim Öffnen frisch und lecker nach Kaffee. Das Aroma kommt und zugute, da wir gerne etwas stärkeren Kaffee trinken, wie immer ist hier natürlich die persönliche Vorliebe entscheidend… Der Preis ist für einen fair gehandelten Kaffee mehr als gerechtfertigt."
85,El Molinillo Kaffee,5,"100% reiner Arabica, geschmacklich überzeugende aromatische Bio-Röstungen, von der Deutschen Röstergilde ausgezeichnet, aus handwerklicher Trommelröstung, Menschen mit geistiger Behinderung sind in allen Produktionsschritten eingebunden, aus kleinbäuerlichen Projekten, fair gehandelt, nur ohne Fairtrade-Sigel … So lassen sich Genuss und Arbeitsplätze für Menschen mit Behinderungen überzeugend verbinden!"
86,Urwaldkaffee Cafe Kogi,5,"Café Kogi schmeckt schokoladig und nach Kakao, aber letztendlich sind es die Kogi-Indianer, die den Unterschied machen. Der Kaffee ist etwas Besonderes."
87,J.J. Darboven Café Intención,1,"Wir haben für unseren Vollautomaten wirklich lange probiert, und kommen immer wieder zu diesem. Die Bohnen sind alle ganz und nicht zu dunkel, also nicht billig überröstet. Der Geschmack ist wirklich super ohne bittere Note. Im Rewe gibt es immer mal wieder Sonderangebote der Marke, da kann man bis zu 3 € pro Packung sparen. Hier greifen wir dann immer zu. Der Kaffee lässt Genuss zu ohne schlechtes Gewissen."
88,Sonnentor Wiener Verführung,4,sehr sehr lecker
89,Sonnentor Wiener Verführung,4,toll
90,Sonnentor Wiener Verführung,4,"Ein sehr gelungener Kaffee mit schönen Aroma und guten Geschmack,kann ich nur weiterempfehlen."
91,Sonnentor Wiener Verführung,4,Ich bin immer auf der suche nach „meinem“ Kaffe hier habe ich ihn gefunden. Geruch und Geschmack der mich ueberzeugt.
92,El Molinillo Kaffee,5,"Dieser Kaffee hat mich zur Kaffeetrinkerin gemacht! Wer diesen Kaffee kauft, unterstützt nicht nur tolle soziale Projekte, sondern kann auch die Liebe und Sorgfalt mit welcher der Kaffee gefertigt wurde schmecken. Meine Favoriten sind die Sorten Äthiopien und Sumatra."
93,El Molinillo Kaffee,5,"Zu gut, um darüber zu diskutieren. Dieser Kaffee ist von einer ganz besonderen Güte. Er wird von Hand verarbeitet und mit unglaublicher Sorgfalt behandelt. Das riecht und schmeckt man! "
94,El Molinillo Kaffee,5,"Die soziale Komponente, welche hier zusätzlich zum Tragen kommt, spiegelt sich zudem in einem wohligen Bauchgefühl wieder. Gutes tun und Gutes genießen!"
95,Urwaldkaffee Cafe Kogi,5,Bester Kaffee den ich je getrunken habe und damit ein wunderbares Projekt zu unterstützen das bereitet mir persönlich eine große Freude. Danke☕️ 
96,Urwaldkaffee Cafe Kogi,5,"Ich genieße jede Tasse Kaffe – auch den Espresso, das sind meine geschmacklichen Highlights des Tages, angereichert mit positiver Urwaldenergie. Sehr empfehlenswert!"
97,Urwaldkaffee Cafe Kogi,5,"Der beste Kaffee den ich kenne, für mich ganz klar die Nummer 1 🙂"
98,Urwaldkaffee Cafe Kogi,5,"Jede Tasse ein Genuss, Kaffee und Röstung sind perfekt und das Café Kogi in Köln eine Reise wert !"
99,J.J. Darboven Café Intención,1,"Der Kaffee ist große Klasse, da gibt es nachwievor nix zu meckern dran. Aber Inhalt ist nicht alles. Die letzte Verpackung hat in der Papierhülle jetzt Plastik mit reingemischt. Ich frag mich, wozu das gut sein soll. Für mich ein Grund zum Punkteabzug."
100,J.J. Darboven Café Intención,1,"Ich kehre seit Jahren nach Ausflügen zu anderen Kaffeesorten immer wieder zu diesem zurück, weil er mir am besten schmeckt. Ich mag Kaffee am liebsten mit einer „normalen“ Kaffeemaschine gekocht und nicht sehr stark. Dafür ist er super. Er ist nicht sehr stark geröstet und hat einen schönen Mokkageschmack."
101,J.J. Darboven Café Intención,1,"Bereits seit sechs Jahren beginne ich den Tag mit diesem Kaffee, und er schafft es täglich aufs Neue, mich zu begeistern. Ich konsumiere ausschließlich fair produzierten Kaffee, um mit einem guten Gewissen in den Alltag starten zu können. Meine Wahl wird weiterhin auf diesen fallen. 🙂"
102,J.J. Darboven Café Intención,1,"Aus einigen Testberichten verschiedener Internet-Communitys wurde darauf hingewiesen das die Handelskette nicht transparent ist und auch der Ursprung des Kaffees nicht eindeutig ist. Auch die Verpackung ist nicht wirklich aus nachhaltigen Materialien. Ich finde die Firmen-Philosophie fragwürdig. Bio, Fairtrade und Nachhaltige Verpackung sollten sich meiner Meinung nach ergänzen."
103,Coffee Circle Kaffee,5,"Ansprechende Verpackung, schneller Versand aus Deutschland, gute Qualität, super Geschmack, gutes Preis-Leistungsverhältnis. Fazit: Volle Punktzahl!"
104,Sonnentor Wiener Verführung,4,"Die Kaffee-Mischung schmeckt mild, aber behaltet sehr gute Kaffee-Note, duftet auch wunderschön und die nussige Note kann man auch gut herausschmecken. Ich war von dem Geschmack positiv überrascht und werde die Produkte definitiv weiter kaufen"
105,Sonnentor Wiener Verführung,4,"Vor ein paar Jahren als mein Geldbeutel noch größer war, habe ich die „Wiener Verführung einige Male eingekauft, weil mich der Geschmack einfach überzeugte. (Ganze Bohnen für Vollautomaten)."
106,Kaffee-Kooperative Angelique’s Finest,5,Hinweis: Kommentar wurde von User gelöscht!
107,Kaffee-Kooperative Cafe de Maraba,5,"Das Konzept überzeugt, der Geschmack ebenfalls. Da es aber keine Bioqulität ist, wird es wohl die einzige Bestellung bleiben. Schade."
108,dennree Sidamo Röstkaffee,5,Auch hier stimmt das Preis-Leistungs-Verhältnis und der Geschmack ist hervorragend!
109,El Molinillo Kaffee,5,"Spaß beiseite – aber ganz ehrlich: SO geht Kaffee! Diese zu einem (Kaffee-)Traum verarbeiteten Bohnen, versprechen schon beim Öffnen der Packung einen unvergleichlichen Genuß. Die feine, fast nicht mehr vorhandene Säure umschmeichelt den Gaumen und der herrliche Duft dieser Kafferöstungen verzaubert jeden Kaffeegenießer. Ein Traum! Auch die Menschen, welche diesen Kaffee produzieren sind unglaublich. Die Bohnen werden handverlesen und traditionell, schonend geröstet. Hier steckt vor allem eben auch sehr viel Liebe drin. Das schmeckt man!"
110,El Molinillo Kaffee,5,Tipp: Den Kaffee einmal wieder wie zu Großmutters Zeiten von Hand mit kochendem Wasser aufbrühen. Noch besser: Als Espresso-Röstung kaufen und dann mit einer Siebträger-Maschine zubereiten oder einer Bialetti aufbrühen. 
111,El Molinillo Kaffee,5,"Seit es die molinillo-Sorten gibt, gilt für mich: kein anderer mehr! Ich trinke vor allem den Papua-Espresso in der Bialetti zubereitet und selbst der diesjährige Italienurlaub mit häufigem Cafè-Genuss änderte nichts: der molinillo ist und bleibt der Beste! Dass der Kaffee schonend und weitestgehend von Hand in einer Werkstatt für behinderte Menschen veredelt wird und Kleinstbauern auf dem ganzen Kaffeegürtel unterstützt, ist ebenso großartig wie es im Grunde eine Selbstverständlichkeit sein sollte. Überzeugt hat mich aber das Produkt selbst."
112,Urwaldkaffee Cafe Kogi,5,"Kann den Kaffee nur voll und ganz empfehlen, verschenke ihn auch oft und gerne, bisher waren alle begeistert. Er schmeckt großartig und ist einzigartig, ebenso wie das tolle Projekt, das mit dem Kauf unterstützt wird. "
113,Urwaldkaffee Cafe Kogi,5,Kogi Kaffee schmeckt einfach wunderbar und das Projekt ist großartig. 
114,Urwaldkaffee Cafe Kogi,5,"Wir kannten das Café, Kogi als Touris in Köln, noch nicht und gingen spontan mal hinein. Der Empfang war sehr freundlich und aufmerksam,bei der Platzsuche wurde sofort geholfen.Ich fühlte mich( und das ist leider nicht immer selbverständlich..) als Gast wahrgenommen.Als sich mein Freund zwischen 2 Smoothies nicht so recht entscheiden konnte; half die charmante Service Person und erklärte die geschmacklichen/inhaltlichen Unterschiede präzise und sicher. Der Kaffee war Bombe,der smoothie auch spitzenmäßig! Es herrschte eine sehr relaxte und wohltuende Atmosphäre. Ich konnte(sogar!) Leute sehen, auf deren Tischen KEINE Handys lagen, sondern die im Gespräch vertieft waren. Die Preise waren aus meiner Sicht völlig realistisch und passend. Wenn wir nochmal in Köln sind,wollen wir gerne wieder kommen. Liebe Grüße aus Ostwestfalen- Lippe"
115,Coffee Circle Kaffee,5,"Schneller Versand, gut verpackt, aber die Hauptsache: leckerer Kaffee, den ich ohne Milch und/oder Zucker trinke. Den höheren Preis gegenüber Supermarktkaffee zahle ich gerne. Auch schön, daß man einen kleinen Geldbetrag für Entwicklungsprojekte beisteuern darf. Ich bin restlos begeistert!"
116,Coffee Circle Kaffee,5,"Einfach köstlich, muss man unbedingt mal probiert haben. Zudem noch ein Spendenanteil von 1 Euro für Entwicklungsprojekte. Sehr vorbildlich."
117,Coffee Circle Kaffee,5,"Auf der Suche nach einer Alternative zu den Nespresso-Kapseln sind wir auf Coffee Circle gestoßen. Die Firma aus Deutschland bietet Bio-Kaffee passend für die Kapsel-Maschinen an, die sogar noch günstiger und leckerer als das Original sind. Es gibt zwar nur 4 Sorten, die reichen aber gut aus. Meine Lieblingssorte ist Limu, schmeckt sehr aromatisch, ohne Milch und Zucker!"
118,Coffee Circle Kaffee,5,So wie es sein soll 🙂
119,Kaffee-Kooperative Angelique’s Finest,5,Ich habe einen Beitrag über Angelique’s Finest in der Frauenzeitschrift Brigitte gelesen und spontan ein Kilo Kaffee bestellt: 500 g Bohnen für mich und 500 g Bohnen für meine Schwester. Wir sind beide sehr angetan und werden unseren Kaffee künftig von der Kooperative beziehen. 
120,Kaffee-Kooperative Angelique’s Finest,5,"Ich habe über Crowdfunding diesen sehr guten Kaffee entdeckt und bin begeistert. Volles Aroma, sehr guter Geschmack, die ganzen Bohnen sehr gut für Kaffeevollautomaten geeignet. "
121,Kaffee-Kooperative Angelique’s Finest,5,"Kaffee ist sicher Geschmackssache. Arbeits- und Lebensbedingungen von Erzeugern sind es nicht. Ich habe die Einführung von Angelique’s Finest über startnext unterstützt und diese Entscheidung nicht bereut. Der Kaffee schmeckt mir sehr gut. Ich mahle ihn selbst, brühe ihn in einer Pressstempelkanne, werde weiterhin meinen Kaffee aus der Ruanda Kooperative beziehen und für den Kaffee werben. Der Mehrpreis macht den Unterschied: für die Qualität des Kaffees und seinen Geschmack UND die Existenz und das Selbstwertgefühl aller am Produktionsprozess Beteiligten. Eine Win-Win-Situation, die den Namen wirklich verdient. Das macht den Unterschied. Also einfach mal bestellen und auf den Geschmack kommen!!!!"
122,Kaffee-Kooperative Angelique’s Finest,5,Grundsätzlich unterstütze ich gerne Frauen-Initiativen – und diese Kaffee-Kooperation finde ich besonders unterstützenswert. Der Kaffee schmeckt hervorragend und ist auch sehr gut verträglich. Übrigens ist ein Pfund Kaffee auch ein schönes Geschenk für viele Gelegenheiten!
123,Kaffee-Kooperative Cafe de Maraba,5,"Als ganze Bohne gekaufter Kaffee sehr, sehr lecker! Das Konzept der Direktvermarktung ist sehr stimmig und gelingt durch die sehr schnelle, einfache Bestellmöglichkeit und Versendung. Auch der Kontakt bei Fragen erfolgt prompt, freundlich und kompetent. Ein äußerst gelungenes Konzept, von denen es viel mehr auf dieser Welt geben müsste!"
124,Kaffee-Kooperative Cafe de Maraba,5,Geschmacklich: 5 Sterne
125,Kaffee-Kooperative Cafe de Maraba,5,Preis- Leistungsverhältnis: 5 Sterne
126,dennree Sidamo Röstkaffee,5,"Bei Denns gibt es viele hervorragende Produkte, auch der Kaffee aus dem Fairtrade-Projekt ist ein voller Erfolg. Er ist rund im Geschmack und meine Kaffeemaschine macht daraus einen guten und schmackhaften Trunk."
127,dennree Sidamo Röstkaffee,5,"Der Beste Kaffee , den es gibt. Der Geschmack und Duft sind ausschlaggebend gewesen, dass ich diesen Kaffee als meinen Lieblingskaffee gewählt habe !"
128,dennree Sidamo Röstkaffee,5,"hier ist klar dass ein guter fairer Kaffee nicht teuer sein muss, der Geschmack ist auch etwas besonderes durch seine Würze schmeckt er gut in aufgeschäumter Milch wenn man ihn etwas stärker ähnlich wie einen Espresso zubereitet"
129,El Molinillo Kaffee,5,"Sehr feines Aroma, gut verträglich. Wunderbar, dass behinderte Menschen bei der Röstung beteiligt sind – ich habe meine Marke gefunden!"
130,El Molinillo Kaffee,5,"Ich habe lange gesucht, jetzt habe ich den Kaffee gefunden, der uns allen schmeckt und von ganz besonderen Menschen veredelt werden. Meine Sorte ist die aus Äthiopien und das seit über zwei Jahren. Vielen Dank für die fleißigen Hände dort"
131,Coffee Circle Kaffee,5,"Mittlerweile beschenke ich nicht nur mich selbst sondern auch Freunde mit Kaffee von Coffee Circle. Sehr transparentes Unternehmen und da der Kaffee jedes Jahr ausgewählt wird, gibt es zwar keine riesige Auswahl, dafür umso bessere Qualität. Für Viel-Trinker gibt es ein Abo – alle paar Wochen kommt dann ein neues Paket Kaffee nach Hause. Sehr schöne Idee, wie ich finde."
132,Alnatura Kaffee,5,"Der Kaffee ist gut, ein Kauf lohnt sich und erfüllt einen guten Zweck."
133,Tchibo Barista,5,"Tchibo und fair – das ist einfach so ein Riesengroßer Quatsch, das in einem Satz zu nennen. „Oh ok, alle wollen fairen Kaffee, da bieten wir einfach mal zwei Sorten an für die wir ein bisschen mehr bezahlen. Das können wir ja wieder reinholen, indem die anderen weniger kriegen, näch?“ Bei sowas fühl ich mich verulkt."
134,Mount Hagen Kaffee,5,"Ich habe ein tolles Testpaket erhalten.Der Kaffee ist schön mild und gut geröstet.Er schmeckt mir ausgezeichnet.Chai Latte nur zu empfehlen,sehr cremig.Die Instant Sticks sind klasse,habe noch nie so guten löslichen Kaffee getrunken."
135,Rewe Bio Röstkaffee,5,"Den Kaffee gab es bei mir schon öfter und ich finde ihn sehr lecker. Ich versuche Kaffee möglichst immer FairTrade zu kaufen und freue mich, dass Rewe einen bio- und fairtradezertifizierten Kaffee anbietet."
136,Kaffee-Kooperative Angelique’s Finest,5,"Aufgrund eines Artikels in der Zeitschrift BRIGITTE bin ich auf die Kaffee-Kooperative und den Kaffee aus Ruanda, von Frauen hergestellt, aufmerksam geworden. Den Kaffee habe ich direkt bestellt und finde den leicht schokoladigen Geschmack toll. Außerdem ist dieses ein super Projekt! Unbedingt unterstützenswert!"
137,Kaffee-Kooperative Cafe de Maraba,5,Kundenbetreuung: 5 Sterne
138,Kaffee-Kooperative Cafe de Maraba,5,Produkt mit Sinn &amp; Mehrwert: 5 Sterne
139,Kaffee-Kooperative Cafe de Maraba,5,Nachhaltige Unterstützung vor Ort: 5 Sterne
140,dennree Sidamo Röstkaffee,5,"Moin liebe Utopia-Kaffeetrinker! Ich habe mein Lebtag immer gern Kaffee gerochen, aber bis vor ca. 4 Jahren nie getrunken, weil mir Kaffee immer auf den Magen schlug. Als mein Sohn sich zum Kaffeetrinker entwickelte, mußte ich welchen einkaufen und landete bei dem Sidamo. Da das Aroma sehr weich und verführerisch duftete, mußte ich ihn probieren und – siehe da – keine Magenprobleme, sondern ein warmer, weicher/milder Genuß! Allerdings liebe ich ihn mit viel Milch u. ’nem Schuß Sahne. Um den Genuß noch zu verfeinern, den Kaffee noch weiter abzumildern, streue ich manchmal in den Papierkaffee-Filter zuerst eine kl. Prise echtes Bourbonvanille-Pulver!"
141,dennree Sidamo Röstkaffee,5,"In Kombination mit gefiltertem Wasser für uns der beste Kaffee! Herrlich aromatisch und einfach wunderbar lecker!! Da er sehr mild im Geschmack ist und überhaupt nicht bitter, brauche ich keine Milch – wie sonst in anderen Kaffees. Einfach perfekt!"
142,dennree Sidamo Röstkaffee,5,Der Kaffee schmeckt wirklich lecker und macht ein gutes Gewissen!
143,Alnatura Kaffee,5,"Etwas ölig – laut. Experten eher nachteilig – doch in meiner Europiccola mit passender Mühle zubereitet wirklich ein leckerer Espresso. Sehr ausdrucksstark, wenig Bitterstoffe, schöne, feste Crema."
144,Alnatura Kaffee,5,"Der Cafe Classic überzeugt mich leider nicht so. Auch wenn er wenig Säure hat, ist er etwas fad und hat nur wenig Aroma."
145,Alnatura Kaffee,5,Der Mazkaffee von Alnatura ist eine eine gute Alternative wenn man gerade keinen Kaffee verträgt. Er ist würzig im Geschmack pur mit heißem Wasser aufgelöst ist er sehr gut bekömmlich und wenn man mag kann man ihn auch mit etwas Milch abrunden.
146,Tchibo Barista,5,"Ich finde gerade den Espresso sehr gut. Dass sich ein Unternehmen wie Tchibo den gleichen harten Fair Trade Zertifizierungskriterien beugt wie gepa etc., sollte nicht bestreikt, sondern gerade belohnt werden. Wir wollen doch auch die Großen von fairem Handel überzeugen: nur die können über den Umsatz das große Rad drehen. Also kein falscher Stolz!"
147,Tchibo Barista,5,Der Espresso ist sehr gut und lecker im Siebträger. Kann ich empfehlen!
148,Tchibo Barista,5,"Wir haben sowohl den Barista Espresso als auch den Barista Café Creme von Tchibo eine Woche im Vollautomaten im Büro getestet. Beide sind die einzigen Fairtrade-Kaffeesorten von Tchibo. Das intensive Aroma des Espresso kam am besten an. Die meisten unserer Kaffeetrinker haben dafür gute Noten verteilt. Im Vergleich zu günstigeren Fairtrade- Café Cremas schnitt die Tchibo Variante sehr gut ab. Ich persönlich würde weiterhin den Barista Espresso kaufen, da er für ein Fairtrade-Produkt einen akzeptablen Preis von etwa 13-15 Euro pro Kilo Bohnen aufweist. Zwei bis drei Euro mehr pro Kilogramm gegenüber herkömmlichen Bohnen ist für mich ein guter und akzeptabler Schritt zu einem besseren Konsum…"
149,Mount Hagen Kaffee,5,Wir Lieben diesen Kaffee nicht nur der Geschmack ist toll nein er ist auch günstig dafür das er das fairtrade Siegel hat.Da trinkt man gerne ein paar Tassen mehr.Also ich finde der Kaffee ist jeden Euro wert.
150,Mount Hagen Kaffee,5,"Ich finde den Geschmack intensiv und aromatisch. Edler Kaffee. Chai Latte ist super lecker, hab bisher niemals probiert, ist sehr schön. Die Mounthagenprodukte kann ich nur empfehlen"
151,Rewe Bio Röstkaffee,5,"Sehr leckerer vollmundiger, aber milder Kaffee, dazu im unteren Preissegment anzusiedeln!"
152,Rewe Bio Röstkaffee,5,"Wir sind ganz begeistert. Mein Mann hat Probleme mit Sodbrennen und ich bin eine genervte Allergikerin, die jetzt ganz bewußt zu Bio-Produkten greift. Wir genießen diesen Kaffee, da er uns ganz besonders schmeckt, er für meinen Partner bekömmlicher ist, ich persönlich diesen Kaffee besser vertrage und dann haben wir noch ein gutes Gefühl, dass die Menschen, die ihn anbauen, einen gerechten Lohn dafür bekommen. Mehr kann ich von einem Produkt nicht erwarten. Note: 1 Danke dafür!"
153,Kaffee-Kooperative Cafe de Maraba,5,"Für mich, ist der Café de Maraba von der Kaffee-Kooperative der beste Kaffee. Hier stimmt einfach alles. Der Geschmack ist meiner Meinung nach perfekt – so muss Kaffee schmecken – nicht bitter oder streng, sondern aromatisch kräftig mit Kakao-Noten – einfach köstlich! Der Preis pro Kilo ist absolut in Ordnung, der Versand geht schnell und reibungslos, freundliche Kundenbetreuung. Ich kann den Kaffee nur weiterempfehlen. Eine neue Kaffeesorte von der Kaffee-Kooperative ist auch schon bestellt. Ausschließlich von Frauen geerntet und verarbeitet – Angelique’s Finest. Darauf freue ich mich schon sehr. Habe auch beim Growdfounding dafür Beitarg geleistet. Schön wäre, wenn es der Kaffee Koperative gelingen würde, den Kaffee Bio-zertifizieren zu lassen."
154,Kaffee-Kooperative Cafe de Maraba,5,"Geschmack: super! Bestellung: sehr einfach. Lieferung: akzeptabel. Ich würde nicht mit Hermes versenden, sonnst ok. "
155,Kaffee-Kooperative Cafe de Maraba,5,"Sehr guter Kaffee,"
156,dennree Sidamo Röstkaffee,5,Für uns der beste Kaffee überhaupt. Auch preislich absolut im Rahmen. Zusätzlich ein gutes Gewissen. Wir können diesen Kaffee absolut weiterempfehlen.
157,GEPA Kaffee,5,"Ich finde es toll, dass Gepa auch regionale Spezialitäten anbietet. Die Mount Elgon Kaffee Sorte gehört zu meinen liebsten. Sie ist nicht ganz günstig, aber für den Geschmack bezahle ich gern etwas mehr. Vor allem, da ich selber schon in der Region war, da ist der Kaffee nochmal etwas schöner."
158,Alnatura Kaffee,5,"egal welche Sorte, alle schmecken sehr gut, sind sehr bekömmlich und gut für den Magen"
159,Alnatura Kaffee,5,"Wenn man den „normalen“ Kaffee (gleiche Bohne) von anderen (nicht bio) Herstellern gewohnt ist, dann ist das Geschmackserlebnis des Cafe Classic von Alnatura erst mal nicht so kräftig, da einem die Bohne recht mild erscheint. Ist man aber nach ein paar Tagen auf die Bohne umgestellt, will man ehrlich gesagt auch keinen anderen mehr da, meiner Meinung nach, gerade die Milde der Bohne den Geschmack dann richtig zu Geltung kommen lässt."
160,Alnatura Kaffee,5,"Nach dem Test unterschiedlicher Biokaffees mit meinem Vollautomat bin ich am Ende wieder bei dem Espressopulver bzw. -bohnen von Alnatura gelandet. Sehr angenehm kräftiger Geschmack ohne dabei sauer oder bitter zu sein, hervorragende Crema – wirklich toll! 4 von 5 Sternen vergebe ich, weil ich es super fände mit dem Kaffeekauf konkret ein Projekt zu unterstützen, dass darauf abzielt bessere Lebens- und Arbeitsbedingungen für die Kaffeebauern und ihre Familien zu schaffen."
161,Tchibo Barista,5,Mein absoluter Lieblingskaffee. Im Büro blind getestet im Vergleich zu anderen Fairtrade-Kaffees.
162,Tchibo Barista,5,"Wir verwenden in unserer Firma (coupons4u.de) schon seit geraumer Zeit die Tchibo BARISTA-Espresso Bohnen und den Cafe Crema. Die Qualität hat sich bewährt, der Espresso schmeckt vollmundig und kräftig, wie er sein soll. Auch der Cafe Crema gelingt in unserem Vollautomaten wunderbar und schmeckt aromatischer als von manch anderem Hersteller, also geschmacklich beide Sorten sehr gut. Der Preis liegt auch noch im relativ günstigen Segment für Bio- bzw. Fair Trade Kaffeebohnen. 5 Punkte würde ich allerdings nur dann vergeben, wenn die Bohnen auch noch ökologisch angebaut werden würden."
163,Rewe Bio Röstkaffee,5,"das ist in sehr Geschmackvoller Kaffee,den ich immer wieder Kaufen würde,vor allem weil er Fair Trade gehandelt wird,das ist mir sehr wichtig,allein deswegen würde ich schon 5 Sterne vergeben 😉"
164,Rewe Bio Röstkaffee,5,"Bio drauf und bio drin, genau so wie es sein soll un das schmeckt man!!!!! Lecker! Eigenmarken überzeugen mich nicht immer, da sie auf ein Produkt nicht wirklich spezialisiert sind und meiner Meinung nach somit keine Perfektion erreichen aber hier ist es gut gelungen!"
165,Rewe Bio Röstkaffee,5,"Wir haben in der Vergangenheit den SCHIRMER bio fair getrunken, der allerdings leider aus dem KAUFLAND-Sortiment genommen wurde. Nach mehreren Versuchen mit anderen bio-fair-Kaffees stießen wir auf den REWE Bio Röstkaffee Fairtrade. Wir bereiten den Kaffee immer mit der Pressstempelkanne zu und haben daher weiter einen Vergleich. Der REWE-Kaffee hat ein volles Aroma und ist weitgehend frei von sauren Aromen. Er ist sehr bekömmlich und daher werden wir ihn weiter verwenden."
166,Kaffee-Kooperative Cafe de Maraba,5, für mich schonend geröstet sehr bekömmlich… 
167,Kaffee-Kooperative Cafe de Maraba,5,gleichbleibend gute Qualität… Ohne viel Säure..
168,Kaffee-Kooperative Cafe de Maraba,5,"Geschmack und Konzept überzeugen mich vollkommen. Ich finde es gut und wichtig, dass in Ländern in denen Rohstoffe geerntet oder abgebaut werden, diese auch weite rverarbeitet werden. Damit halten die Produzenten einen längeren Teil Wertschöpfungskette in ihren Händen und erzielen höhere Gewinne. Und es reißen sich nicht irgendwelche Konzerne alles unter den Nagel. Bioqualität wäre tatsächlich wünschenswert, am besten nicht nur EU-Bio."
169,GEPA Kaffee,5,Gepa-Produkte mit Fairtrade-Siegel sind inzwischen weit verbreitet und auch ein gern gesehenes Geschenk. Fairtrade wird nach meinem Eindruck hier sehr transparent und glaubwürdig vermittelt. Das Kaffee-Sortiment entspricht meinem Geschmack und für fair gehandelte Qualität zahle ich gern ein wenig mehr.
170,GEPA Kaffee,5,"Wir kaufen seit Jahren begeistert „Bio Café Esperanza“, weil er uns am besten schmeckt. Der Preis ist zwar relativ hoch (für einen Studentenhaushalt), aber hinsichtlich der Qualität und da er Bio + fairtrade ist absolut gerechtfertigt. Wir trinken aber nicht viel Kaffee."
